#name	#clr_value
Aggregatibacter actinomycetemcomitans	0.060729006906264336
Actinobacillus pleuropneumoniae	0.019336321748039304
Actinobacillus equuli	-0.6796336825879794
Actinobacillus lignieresii	-0.9806636782519607
Haemophilus influenzae	1.889154529727367
Haemophilus haemolyticus	0.5875380458150343
Avibacterium paragallinarum	0.9278213406266889
Haemophilus parainfluenzae	2.8323832869081467
[Haemophilus] ducreyi	0.39954756345964526
Histophilus somni	-0.13556563823770387
Aggregatibacter aphrophilus	0.36175900257024546
Haemophilus parahaemolyticus	-0.3786036869239983
Glaesserella parasuis	1.231523926151997
Pasteurella multocida	0.9638189938982078
[Pasteurella] aerogenes	0.36175900257024546
Pasteurella dagmatis	-0.3786036869239983
Rodentibacter pneumotropicus	-0.026421168812635856
Avibacterium volantium	-0.9806636782519607
Orientia tsutsugamushi	-0.9806636782519607
Chlamydia trachomatis	-0.9806636782519607
Bacteroides fragilis	1.9069536220837753
Bacteroides thetaiotaomicron	2.152236091692522
Bacteroides uniformis	2.4255357454113518
Phocaeicola vulgatus	2.5610403450323274
Parabacteroides distasonis	2.3786024863547874
Campylobacter gracilis	-0.28169367391594186
Butyrivibrio fibrisolvens	0.8885680414790154
Porphyromonas gingivalis	0.6820941534296132
Prevotella ruminicola	-0.026421168812635856
Oxalobacter formigenes	0.8885680414790154
Fusobacterium nucleatum	1.231523926151997
Faecalibacterium prausnitzii	3.2297618633791254
Fusobacterium varium	-0.07757369126001713
Fusobacterium periodonticum	0.3203663174120205
Fusobacterium ulcerans	0.1954275808037205
Pectinatus frisingensis	0.7596990112422831
Dichelobacter nodosus	0.8046661567588063
Desulfovibrio desulfuricans	2.5691975102199818
Desulfovibrio vulgaris	1.286508050151053
Desulfococcus multivorans	0.3810641577656321
Desulfovibrio piger	1.4726546617950766
Megasphaera elsdenii	2.2459362269553966
Acidithiobacillus ferrooxidans	0.48173431964699526
Thiobacillus sp.	0.973578831187364
Thiomonas intermedia	1.489158337726202
Wolbachia pipientis	-0.6796336825879794
Bdellovibrio bacteriovorus	0.4964575764677017
Bacteriovorax stolpii	0.43430966971885726
Herbaspirillum seropedicae	0.5244863000679452
Cellulophaga lytica	-0.6796336825879794
Flavobacterium johnsoniae	0.6104009287745384
Flavobacterium columnare	0.9169634130384806
Sphingobacterium mizutaii	1.602535095716662
Weeksella virosa	1.4458475831126145
Capnocytophaga gingivalis	-0.13556563823770387
Capnocytophaga sputigena	-0.3786036869239983
Thiothrix sp.	0.0985175677956641
Erythrobacter sp.	0.019336321748039304
Halorhodospira halochloris	-0.5035424235322982
Rhodobacter capsulatus	0.7269064978459756
Cereibacter sphaeroides	0.8322496783908947
Rhodobacter blasticus	1.3071380516782651
Rhodopseudomonas palustris	1.8335839174799593
Blastochloris viridis	0.0985175677956641
Rhodospirillum rubrum	-0.6796336825879794
Erythrobacter neustonensis	1.43597682908632
Microcystis aeruginosa	-0.9806636782519607
Piscirickettsia salmonis	-0.6796336825879794
Leuconostoc mesenteroides	1.4757023548770822
Leuconostoc lactis	2.04993604371399
Oenococcus oeni	0.5244863000679452
Weissella paramesenteroides	1.0016075547876075
Leuconostoc carnosum	0.5875380458150343
Pediococcus acidilactici	0.43430966971885726
Pediococcus pentosaceus	0.9831241490935944
Finegoldia magna	0.3415556164819585
Micrococcus luteus	2.537586973056539
Kocuria varians	1.8053775319905934
Dermacoccus nishinomiyaensis	1.6792525218178893
Kocuria rosea	1.4292694450793335
Kytococcus sedentarius	0.4664943530902585
Staphylococcus aureus	1.4726546617950766
Staphylococcus carnosus	-0.28169367391594186
Staphylococcus epidermidis	1.0016075547876075
Staphylococcus haemolyticus	0.9278213406266889
Staphylococcus hyicus	-0.5035424235322982
Staphylococcus simulans	-0.5035424235322982
Staphylococcus xylosus	0.8322496783908947
Staphylococcus hominis	0.9278213406266889
Staphylococcus warneri	0.2746088268513453
Staphylococcus schleiferi	-0.5035424235322982
Mammaliicoccus sciuri	1.513490915766482
Deinococcus radiodurans	-0.3786036869239983
Streptococcus gordonii	1.434309669718857
Streptococcus oralis	1.6047970512565397
Streptococcus salivarius	2.8791348692286047
Streptococcus sanguinis	2.058750440924176
Streptococcus suis	3.826174024996414
Streptococcus thermophilus	3.512752544615173
Streptococcus mutans	1.36372859543315
Streptococcus sobrinus	0.0985175677956641
Streptococcus agalactiae	2.881586996345964
Streptococcus pneumoniae	1.815216339092114
Streptococcus pyogenes	1.4376376130677846
Streptococcus sp. 'group B'	0.8705946704671145
Streptococcus acidominimus	1.4741811817565496
Streptococcus anginosus	1.7252000340319584
Streptococcus canis	1.9142059784932914
Streptococcus dysgalactiae	2.8204655093277426
Streptococcus equinus	2.0016075547876073
Streptococcus intermedius	0.7517300815710077
Streptococcus porcinus	1.6363366628689382
Streptococcus vestibularis	1.5148806592944877
Streptococcus ferus	3.1152724239288245
Streptococcus iniae	0.22345630440396405
Streptococcus parauberis	2.0002482595248825
Streptococcus uberis	1.7452479540430874
Enterococcus faecalis	3.3183857683455784
Enterococcus faecium	3.423554066262963
Enterococcus gallinarum	2.7034632473611144
Enterococcus hirae	2.8192280064049045
Lactococcus lactis	3.1917348996873436
Lactococcus cremoris	2.269756324056933
Lactococcus garvieae	3.020550647034218
Lactococcus piscium	2.234180169795737
Lactococcus raffinolactis	3.207730393009467
Planococcus kocurii	-0.9806636782519607
Aerococcus urinae	-0.6796336825879794
Aerococcus viridans	2.1372701567876806
Gemella haemolysans	0.39954756345964526
Bacillus amyloliquefaciens	0.13327967405487604
Bacillus anthracis	0.7901883333901835
Brevibacillus brevis	-0.6796336825879794
[Bacillus] caldolyticus	0.48173431964699526
Bacillus cereus	1.6104009287745384
Niallia circulans	-0.3786036869239983
Weizmannia coagulans	0.6528047773276258
Bacillus licheniformis	-0.3786036869239983
Priestia megaterium	0.2746088268513453
Bacillus mycoides	-0.026421168812635856
Paenibacillus polymyxa	0.22345630440396405
Bacillus pumilus	0.36175900257024546
Lysinibacillus sphaericus	-0.5035424235322982
Geobacillus stearothermophilus	1.6331781436241084
Bacillus subtilis	0.4507000859070265
Bacillus thuringiensis	0.2980899227008682
Brevibacillus laterosporus	-0.9806636782519607
Virgibacillus pantothenticus	-0.6796336825879794
Sporosarcina psychrophila	-0.9806636782519607
Peribacillus simplex	-0.6796336825879794
Bacillus smithii	0.019336321748039304
Virgibacillus halodenitrificans	-0.026421168812635856
Paraclostridium bifermentans	-0.9806636782519607
Clostridium botulinum	1.379171804087927
Clostridium butyricum	0.6914341796837568
Clostridium cochlearium	-0.3786036869239983
Clostridioides difficile	1.9859473084299735
Clostridium formicaceticum	-0.9806636782519607
Hathewaya histolytica	-0.9806636782519607
Clostridium pasteurianum	-0.3786036869239983
Clostridium perfringens	1.8631917443712003
Clostridium septicum	0.3203663174120205
Paeniclostridium sordellii	-0.13556563823770387
Clostridium sporogenes	2.3904041840197756
Acetoanaerobium sticklandii	1.8434621556645878
Clostridium tetani	-0.6796336825879794
Clostridium tyrobutyricum	0.060729006906264336
Clostridium beijerinckii	0.8046661567588063
[Clostridium] innocuum	1.4442179583791062
Moorella thermoacetica	-0.20251242786831705
Enterocloster clostridioformis	1.5671110271358617
Clostridium kluyveri	0.3415556164819585
Clostridium novyi	-0.13556563823770387
Erysipelatoclostridium ramosum	1.8742493440558947
Clostridium scatologenes	-0.6796336825879794
Clostridium estertheticum	-0.28169367391594186
Clostridium baratii	-0.3786036869239983
Sporosarcina ureae	-0.20251242786831705
Leifsonia xyli	-0.07757369126001713
Lactobacillus acidophilus	1.8179869671933078
Levilactobacillus brevis	1.7077561437507498
Lentilactobacillus buchneri	0.718306326084058
Lacticaseibacillus casei	-0.20251242786831705
Weissella confusa	2.28509723846565
Lactobacillus delbrueckii	2.149670090243045
Lactobacillus helveticus	1.9793311600764554
Lentilactobacillus hilgardii	0.5991199183648493
Lactiplantibacillus pentosus	0.9278213406266889
Lactiplantibacillus plantarum	2.366861481746729
Lactobacillus gasseri	0.7353396653828383
Lacticaseibacillus paracasei	1.7386676087317656
Limosilactobacillus reuteri	1.5258413541529112
Latilactobacillus sakei	0.7436121913488283
Lactobacillus acetotolerans	0.019336321748039304
Ligilactobacillus agilis	0.6820941534296132
Lactobacillus amylovorus	1.4876836521601964
Ligilactobacillus animalis	0.2746088268513453
Loigolactobacillus bifermentans	0.1654643574262773
Loigolactobacillus coryniformis	1.5979755317161115
Limosilactobacillus fermentum	1.8879807601428646
Fructilactobacillus fructivorans	-0.3786036869239983
Liquorilactobacillus mali	0.1654643574262773
Ligilactobacillus murinus	1.5646434382138632
Ligilactobacillus salivarius	1.6092859230737468
Fructilactobacillus sanfranciscensis	0.060729006906264336
Limosilactobacillus oris	0.7436121913488283
Limosilactobacillus vaginalis	0.6104009287745384
Listeria monocytogenes	1.8650543397146977
Listeria seeligeri	0.019336321748039304
Listeria grayi	-0.5035424235322982
Listeria innocua	2.451664114009643
Listeria welshimeri	0.019336321748039304
Renibacterium salmoninarum	-0.9806636782519607
Erysipelothrix rhusiopathiae	1.6070472867669505
Kurthia zopfii	1.254864768655588
Actinomyces naeslundii	1.3003696889957668
Actinomyces viscosus	0.4664943530902585
Actinomyces israelii	0.3415556164819585
Schaalia odontolytica	1.6578255787026765
Trueperella pyogenes	0.3203663174120205
Arthrobacter citreus	-0.5035424235322982
Bifidobacterium longum	3.534149616747324
Bifidobacterium adolescentis	3.6686127512632534
Bifidobacterium bifidum	2.515850840445784
Bifidobacterium angulatum	1.5092948011728737
Bifidobacterium asteroides	-0.9806636782519607
Bifidobacterium breve	2.3684194905276295
Bifidobacterium catenulatum	2.7730725439230492
Bifidobacterium dentium	1.8454111244488656
Bifidobacterium pseudolongum	1.2124609201025007
Corynebacterium ammoniagenes	-0.3786036869239983
Brevibacterium linens	0.7436121913488283
Corynebacterium stationis	0.9278213406266889
Cellulosimicrobium cellulans	1.010562397440534
Corynebacterium diphtheriae	0.7974875721316829
Corynebacterium glutamicum	0.9001499140288305
Corynebacterium pseudotuberculosis	-0.9806636782519607
Corynebacterium renale	-0.9806636782519607
Corynebacterium xerosis	1.9202493894857082
Eubacterium limosum	1.215235974157273
Propionibacterium freudenreichii	2.0189018099740217
Cutibacterium acnes	1.2420527928956224
Acidipropionibacterium acidipropionici	1.7974875721316828
Acidipropionibacterium jensenii	1.7850048765070532
Arachnia propionica	0.8705946704671145
Mycobacterium avium	0.9169634130384806
Mycobacterium tuberculosis	-0.20251242786831705
Mycolicibacterium fortuitum	0.6213963130760016
Mycobacterium intracellulare	0.7517300815710077
Mycobacterium kansasii	0.3203663174120205
Mycolicibacterium smegmatis	-0.13556563823770387
Mycobacteroides chelonae	0.3810641577656321
Mycobacterium cookii	-0.6796336825879794
Mycolicibacterium flavescens	0.3810641577656321
Mycobacterium gordonae	0.718306326084058
Mycobacterium malmoense	-0.5035424235322982
Mycobacterium marinum	-0.5035424235322982
Mycobacterium simiae	-0.6796336825879794
Mycolicibacter terrae	0.5378502616259268
Mycobacterium xenopi	-0.28169367391594186
Mycolicibacterium aurum	0.36175900257024546
Mycolicibacterium chitae	0.4964575764677017
Mycolicibacterium fallax	1.649764196773063
Mycolicibacterium gadium	0.4964575764677017
Mycolicibacterium neoaurum	1.9701877806365853
Mycobacterium senegalense	-0.5035424235322982
Mycolicibacterium thermoresistibile	-0.13556563823770387
Mycolicibacterium aichiense	-0.9806636782519607
Mycobacterium diernhoferi	0.1954275808037205
Mycolicibacterium farcinogenes	0.43430966971885726
Mycobacterium ulcerans	-0.9806636782519607
Nocardia otitidiscaviarum	-0.9806636782519607
Nocardia asteroides	0.2980899227008682
Rhodococcus rhodochrous	0.2746088268513453
Rhodococcus ruber	1.1836891775324763
Rhodococcus erythropolis	0.3203663174120205
Saccharopolyspora erythraea	-0.9806636782519607
Frankia sp. ArI3	-0.6796336825879794
Dermatophilus congolensis	-0.28169367391594186
Micromonospora echinospora	-0.6796336825879794
Micromonospora viridifaciens	-0.9806636782519607
Streptomyces albidoflavus	0.36175900257024546
Streptomyces albogriseolus	0.060729006906264336
Streptomyces albus	-0.13556563823770387
Streptomyces ambofaciens	-0.3786036869239983
Streptomyces antibioticus	-0.6796336825879794
Streptomyces clavuligerus	-0.5035424235322982
Streptomyces coelicolor	-0.28169367391594186
Streptomyces exfoliatus	-0.9806636782519607
Streptomyces fradiae	-0.9806636782519607
Streptomyces globisporus	-0.3786036869239983
Streptomyces hygroscopicus	0.0985175677956641
Streptomyces lividans	-0.5035424235322982
Streptomyces rochei	-0.9806636782519607
Streptomyces tendae	1.3617590025702453
Streptomyces albireticuli	-0.9806636782519607
Streptomyces vinaceus	-0.3786036869239983
Streptomyces kanamyceticus	-0.6796336825879794
Streptomyces chartreusis	-0.9806636782519607
Thermobispora bispora	-0.28169367391594186
Nocardiopsis dassonvillei	-0.5035424235322982
Thermobifida fusca	-0.6796336825879794
Thermoactinomyces vulgaris	-0.6796336825879794
Aeromicrobium erythreum	-0.6796336825879794
Pimelobacter simplex	0.1954275808037205
Rothia dentocariosa	0.7596990112422831
Mobiluncus curtisii	0.24978524312631317
Gordonia bronchialis	1.0363696610468194
Gordonia terrae	1.6126223887684965
Tsukamurella paurometabola	0.6725488355233828
Pseudonocardia autotrophica	-0.6796336825879794
Mycoplasma hominis	-0.6796336825879794
Mycoplasmopsis pulmonis	-0.6796336825879794
Spiroplasma melliferum	-0.9806636782519607
Spiroplasma clarkii	-0.9806636782519607
Bathymodiolus thermophilus thioautotrophic gill symbiont	-0.9806636782519607
Xylella fastidiosa	0.864434361762296
Sporomusa termitida	-0.20251242786831705
Gardnerella vaginalis	1.65682605126055
Cardiobacterium hominis	0.7005775591236264
Carnobacterium divergens	2.081918305976202
Carnobacterium maltaromaticum	4.083610820238295
Brochothrix thermosphacta	4.6247480425132945
Dactylococcopsis salina	-0.9806636782519607
Burkholderia mallei	-0.20251242786831705
Sphingomonas paucimobilis	1.2911779282845381
Sphingobium yanoikuyae	2.4850165333463172
Bifidobacterium animalis	0.13327967405487604
Bifidobacterium pseudocatenulatum	3.4130343384134525
Corynebacterium flavescens	0.5106980155823119
Lysinibacillus fusiformis	0.5991199183648493
Staphylococcus lugdunensis	0.060729006906264336
Streptococcus mitis	1.7050780603503028
Latilactobacillus curvatus	1.322532379168528
Mycolicibacterium confluentis	0.019336321748039304
Nostoc sp. PCC 7524	-0.6796336825879794
Campylobacter upsaliensis	-0.6796336825879794
Legionella sainthelensi	-0.3786036869239983
Acinetobacter lwoffii	4.673034009136611
Neisseria weaveri	1.744430842829508
Burkholderia gladioli	0.8705946704671145
Agrobacterium rubi	-0.5035424235322982
Mesorhizobium huakuii	-0.5035424235322982
Alteromonas macleodii	0.7353396653828383
Pseudoalteromonas nigrifaciens	1.5720045378602323
Francisella philomiragia	-0.6796336825879794
Bacteroides eggerthii	1.2068570425845022
Bacteroides heparinolyticus	-0.5035424235322982
Bacteroides ovatus	1.7812641601685684
Odoribacter splanchnicus	1.7493106074475948
Bacteroides zoogleoformans	-0.20251242786831705
Prevotella denticola	0.3810641577656321
Prevotella intermedia	1.0724147652314588
Prevotella melaninogenica	1.4085024061125717
Prevotella nigrescens	0.2746088268513453
Prevotella oris	0.22345630440396405
Prevotella veroralis	0.36175900257024546
Cronobacter sakazakii	1.4172763304200768
Serratia proteamaculans	1.6363366628689382
Yersinia kristensenii	0.3810641577656321
Vibrio metschnikovii	-0.5035424235322982
Vibrio nigripulchritudo	-0.20251242786831705
Leptospira weilii	-0.9806636782519607
Capnocytophaga canimorsus	-0.28169367391594186
Aliarcobacter butzleri	1.2394444097880943
Aliarcobacter cryaerophilus	2.511817331876916
Aliarcobacter skirrowii	0.6213963130760016
Ornithobacterium rhinotracheale	-0.5035424235322982
Cobetia marina	-0.9806636782519607
Arcanobacterium haemolyticum	0.1654643574262773
Komagataeibacter xylinus	-0.13556563823770387
Neisseria subflava	1.2841541447575755
Burkholderia pseudomallei	1.0685543444182208
Sphingobacterium multivorum	2.1746723592131008
Hydrogenovibrio marinus	-0.9806636782519607
Streptomyces nitrosporeus	-0.9806636782519607
Mycoplasmopsis bovis	-0.28169367391594186
Mycolicibacter hiberniae	0.1954275808037205
Clostridium argentinense	-0.9806636782519607
[Clostridium] scindens	1.4618160908124878
Staphylococcus arlettae	0.8046661567588063
Staphylococcus caprae	-0.6796336825879794
Staphylococcus cohnii	0.718306326084058
Staphylococcus kloosii	-0.28169367391594186
Staphylococcus saprophyticus	1.5092948011728737
Staphylococcus capitis	0.4664943530902585
Gemella morbillorum	-0.026421168812635856
Dolosigranulum pigrum	-0.20251242786831705
Methylorubrum zatmanii	0.13327967405487604
Acinetobacter haemolyticus	4.080305983129136
Moraxella ovis	0.0985175677956641
Pseudomonas savastanoi	2.16015850185735
Pseudomonas tolaasii	2.8754002750811387
Paucimonas lemoignei	1.6507800907612111
Rhizobium etli	-0.07757369126001713
Veillonella parvula	1.7386676087317656
Pectobacterium atrosepticum	0.22345630440396405
Yersinia frederiksenii	0.3415556164819585
Yersinia rohdei	0.1954275808037205
Yersinia ruckeri	0.5991199183648493
Aeromonas enteropelogenes	-0.5035424235322982
Vibrio furnissii	0.39954756345964526
Vibrio navarrensis	0.7675243487542396
Syntrophotalea acetylenica	-0.3786036869239983
Rhodothermus marinus	-0.9806636782519607
Acholeplasma axanthum	-0.5035424235322982
Mycoplasmopsis bovirhinis	-0.6796336825879794
Halomonas meridiana	0.4664943530902585
Halomonas subglaciescola	-0.3786036869239983
Taylorella equigenitalis	0.2980899227008682
Janthinobacterium lividum	2.0227968538575456
Amycolatopsis orientalis	-0.9806636782519607
Clavibacter michiganensis	-0.6796336825879794
Achromobacter denitrificans	1.7557328240246814
Rhodococcus globerulus	-0.5035424235322982
Cutibacterium avidum	1.0487200994332488
Cutibacterium granulosum	0.48173431964699526
Phascolarctobacterium faecium	2.0646593005346965
Parvimonas micra	0.9538347729916069
Blautia producta	1.6363366628689382
Anaerococcus vaginalis	-0.07757369126001713
[Ruminococcus] gnavus	2.1731511860925683
Streptococcus milleri	0.43430966971885726
Sphingopyxis macrogoltabida	1.712183241025269
Sphingomonas sanguinis	0.6104009287745384
Neisseria perflava	-0.9806636782519607
Acidithiobacillus caldus	1.0527600772349888
Pseudomonas viridiflava	2.472501714273896
Zymobacter palmae	-0.5035424235322982
Brevibacterium casei	1.562161748707219
Streptomyces galilaeus	-0.9806636782519607
Bifidobacterium thermophilum	1.98170565741806
Mycoplasmopsis felis	-0.9806636782519607
Sutcliffiella cohnii	-0.6796336825879794
Anoxybacillus flavithermus	2.1382620745738157
Lysinibacillus macroides	-0.13556563823770387
Aeribacillus pallidus	0.997059927036887
Geobacillus thermocatenulatus	-0.28169367391594186
Geobacillus thermodenitrificans	-0.6796336825879794
Geobacillus thermoleovorans	0.9538347729916069
Enterococcus avium	2.6000332614604758
Lactobacillus johnsonii	1.2980899227008682
Lentilactobacillus kefiri	1.304893630755813
Leuconostoc citreum	1.9363163690684215
Leuconostoc pseudomesenteroides	2.0425887813817507
Rickettsia bellii	-0.9806636782519607
Komagataeibacter europaeus	-0.9806636782519607
Paracoccus aminovorans	1.2011799096928117
Rahnella aquatilis	3.350155788243876
Moraxella cuniculi	0.7005775591236264
Moraxella osloensis	5.980796239531157
Variovorax paradoxus	1.947219732078746
Riemerella anatipestifer	1.4102714288514184
Streptobacillus moniliformis	0.5508152387902944
Geobacter sulfurreducens	1.432636085829291
Citrobacter amalonaticus	1.4190100432290773
Corynebacterium kutscheri	-0.3786036869239983
Bifidobacterium choerinum	-0.28169367391594186
Limosilactobacillus pontis	1.744430842829508
Rhodovulum sulfidophilum	-0.07757369126001713
Bordetella holmesii	-0.9806636782519607
Helicobacter pullorum	-0.6796336825879794
Caldibacillus thermoamylovorans	-0.9806636782519607
Clostridium saccharoperbutylacetonicum	-0.5035424235322982
Pseudomonas cichorii	1.906390699798996
Microbacterium aurum	2.346081701313361
Corynebacterium bovis	-0.9806636782519607
Mycobacteroides abscessus	0.7436121913488283
Mycolicibacterium pulveris	-0.3786036869239983
Gordonia amarae	-0.07757369126001713
Gordonia rubripertincta	0.39954756345964526
Clostridium intestinale	0.060729006906264336
Porphyromonas cangingivalis	-0.9806636782519607
Nocardia brasiliensis	-0.6796336825879794
Nocardia farcinica	0.019336321748039304
Nocardia seriolae	-0.026421168812635856
Polaromonas vacuolata	0.0985175677956641
Enterococcus casseliflavus	4.251119286304795
Rhodococcus opacus	0.0985175677956641
Arthrobacter agilis	-0.9806636782519607
Rothia kristinae	1.7713847695674778
Sinomonas atrocyanea	-0.5035424235322982
Arthrobacter crystallopoietes	-0.6796336825879794
Glutamicibacter nicotianae	0.8322496783908947
Glutamicibacter protophormiae	1.249785243126313
Paenarthrobacter ureafaciens	0.060729006906264336
Corynebacterium jeikeium	0.9538347729916069
Corynebacterium macginleyi	-0.6796336825879794
Photobacterium damselae	1.857555543655665
Corynebacterium minutissimum	-0.3786036869239983
Corynebacterium mycetoides	-0.026421168812635856
Corynebacterium tuberculostearicum	0.948755247462332
