# Document with the sample ids, reads ids, source of the bacteria, program under the sample has been extracted, microorganism
## Data from Birmingham, UK
## Confidential
,sample_ID,reads_ID,Source,Origin,Microorganism
31,MSG12-C13,MSG12-C13_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
32,MSG13-C07,MSG13-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
33,MSG13-C12,MSG13-C12_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
34,MSG14-C10,MSG14-C10_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
35,MSG14-C11,MSG14-C11_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
36,MSG15-C08,MSG15-C08_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
37,MSG16-C14,MSG16-C14_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
38,MSG17-C19,MSG17-C19_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
39,MSG17-C20,MSG17-C20_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
40,MSG18-C01,MSG18-C01_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
41,MSG19-C16,MSG19-C16_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
42,MSG20-C07,MSG20-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
43,MSG20-C08,MSG20-C08_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
44,MSG21-C07,MSG21-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
45,MSG22-C07,MSG22-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
46,MSG22-C13,MSG22-C13_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
47,MSG23-C03,MSG23-C03_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
48,MSG24-C07,MSG24-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
49,MSG25-C01,MSG25-C01_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
50,MSG25-C02,MSG25-C02_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
51,MSG25-C03,MSG25-C03_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
52,MSG25-C19,MSG25-C19_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
53,MSG25-C20,MSG25-C20_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
54,MSG26-C07,MSG26-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
55,MSG26-C14,MSG26-C14_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
56,MSG29-C17,MSG29-C17_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
57,MSG30-C17,MSG30-C17_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
58,MSG31-C07,MSG31-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
59,MSG32-C10,MSG32-C10_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
60,MSG32-C14,MSG32-C14_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
61,MSG33-C07,MSG33-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
62,MSG33-C08,MSG33-C08_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
63,MSG34-C07,MSG34-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
64,MSG35-C01,MSG35-C01_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
65,MSG35-C14,MSG35-C14_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
66,MSG37-C08,MSG37-C08_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
67,MSG37-C09,MSG37-C09_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
68,MSG37-C13,MSG37-C13_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
69,MSG38-C04,MSG38-C04_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
70,MSG38-C06,MSG38-C06_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
71,MSG38-C13,MSG38-C13_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
72,MSG40-C07,MSG40-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
73,MSG40-C08,MSG40-C08_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
74,MSG41-C09,MSG41-C09_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
75,MSG42-C12,MSG42-C12_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
76,MSG42-C18,MSG42-C18_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
77,MSG43-C01,MSG43-C01_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
78,MSG43-C02,MSG43-C02_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
79,MSG43-C18,MSG43-C18_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
80,MSG45-C07,MSG45-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
81,MSG49-C01,MSG49-C01_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
82,MSG49-C07,MSG49-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
83,MSG50-C07,MSG50-C07_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
84,MSG50-C08,MSG50-C08_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
85,MSG50-C13,MSG50-C13_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
86,MSG51-C05,MSG51-C05_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
87,MSG51-C16,MSG51-C16_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
88,MSG52-C09,MSG52-C09_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
89,MSG52-C11,MSG52-C11_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
90,MSG53-C01,MSG53-C01_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
91,MSG53-C02,MSG53-C02_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
92,MSG53-C09,MSG53-C09_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
93,MSG55-C03,MSG55-C03_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
94,MSG55-C06,MSG55-C06_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
95,MSG56-C12,MSG56-C12_R1_001.trim.fq.gz,Animal,Surveillance,E.coli
96,RB25_S9,RB25_S9_L001_R1_001.trim.fq.gz,Food,Surveillance,E.coli
97,RB28_S10,RB28_S10_L001_R1_001.trim.fq.gz,Food,Surveillance,E.coli
98,RB39_S12,RB39_S12_L001_R1_001.trim.fq.gz,Food,Surveillance,E.coli
