geneA	0.4515	87
geneB	0.4203	98
geneE	0.2943	34
geneA	0.1754	14
geneC	0.2252	32
geneA	0.2864	20
geneD	0.2877	72
geneC	0.4188	92
geneB	0.1694	81
geneA	0.1041	40
geneB	0.1375	3
geneA	0.4002	67
geneD	0.1511	17
geneC	0.3219	5
geneE	0.2976	75
geneC	0.3266	30
geneD	0.1380	34
geneD	0.4067	71
geneE	0.1746	81
geneE	0.2688	21
geneD	0.2859	94
geneC	0.2086	86
geneE	0.2540	64
geneE	0.2405	14
geneA	0.2083	85
geneD	0.2038	30
geneD	0.3235	89
geneB	0.2732	84
geneA	0.1669	18
geneA	0.0989	9
geneE	0.1541	54
geneC	0.4081	73
geneC	0.1860	27
geneA	0.1910	20
geneE	0.2109	31
geneA	0.1958	46
geneC	0.0918	89
geneE	0.3665	30
geneD	0.1934	19
geneB	0.1362	56
geneB	0.4034	62
geneC	0.0994	68
geneA	0.2872	61
geneE	0.1349	76
geneA	0.2669	3
geneA	0.1349	23
geneE	0.3304	38
geneC	0.2590	83
geneC	0.1613	36
geneE	0.1543	34
geneD	0.3947	74
geneB	0.3448	62
geneC	0.0812	65
geneE	0.4086	41
geneD	0.3096	54
geneA	0.3137	26
geneE	0.1493	73
geneB	0.0661	24
geneE	0.1324	58
geneB	0.3452	68
geneD	0.0841	6
geneC	0.2455	6
geneC	0.0906	28
geneC	0.1286	66
geneC	0.1093	88
geneB	0.2067	48
geneB	0.1885	11
geneC	0.0748	21
geneA	0.2532	96
geneC	0.0467	25
geneC	0.2711	41
geneC	0.4318	60
geneD	0.3175	75
geneE	0.3214	52
geneC	0.1713	79
geneB	0.1485	26
geneB	0.0360	17
geneB	0.3172	93
geneB	0.2965	8
geneB	0.2402	11
geneD	0.2749	40
geneB	0.2196	35
geneA	0.3805	71
geneB	0.2114	73
geneB	0.4081	66
geneA	0.3901	80
geneD	0.2251	21
geneD	0.0879	31
geneC	0.1946	83
geneB	0.2423	58
geneD	0.1223	14
geneB	0.2936	94
geneB	0.1016	38
geneB	0.1995	41
geneB	0.3129	81
geneB	0.2923	96
geneB	0.3075	49
geneA	0.1284	4
geneC	0.2581	93
geneD	0.2554	57
geneD	0.3125	86
geneA	0.2192	19
geneB	0.1822	62
geneC	0.1788	82
geneE	0.2900	94
geneB	0.2852	80
geneE	0.3914	58
geneC	0.1413	34
geneD	0.3029	51
geneB	0.2151	95
geneA	0.0997	40
geneA	0.2464	96
geneB	0.2492	82
geneB	0.4838	94
geneA	0.2648	90
geneA	0.0895	16
geneC	0.1236	75
geneC	0.0344	34
geneA	0.2128	8
geneB	0.0495	13
geneD	0.2043	62
geneC	0.1460	94
geneA	0.2768	36
geneB	0.2322	60
geneD	0.0274	10
geneC	0.2382	56
geneA	0.2130	33
geneB	0.2922	58
geneC	0.4142	4
geneD	0.0683	10
geneA	0.1589	40
geneA	0.1902	47
geneE	0.3590	69
geneC	0.2915	18
geneB	0.1224	51
geneD	0.3803	89
geneE	0.0976	11
geneD	0.1934	37
geneC	0.4006	32
geneD	0.2834	66
geneE	0.1571	10
geneB	0.3728	92
geneC	0.2149	89
geneC	0.0978	58
geneD	0.2995	79
geneC	0.2704	26
geneA	0.3441	85
geneB	0.1249	30
geneB	0.2554	61
geneD	0.3181	53
geneE	0.3342	6
geneC	0.3159	98
geneB	0.2958	68
geneD	0.3245	86
geneE	0.1358	96
geneD	0.2919	90
geneA	0.3753	96
geneE	0.3851	84
geneD	0.1663	40
geneE	0.1001	68
geneC	0.2017	87
geneE	0.1613	82
geneC	0.2535	8
geneE	0.1414	41
geneD	0.1611	54
geneA	0.3141	21
geneA	0.2861	14
geneB	0.1739	86
geneC	0.3238	15
geneD	0.1948	64
geneB	0.2633	21
geneE	0.4772	85
geneB	0.0696	19
geneD	0.2491	62
geneA	0.1427	11
geneE	0.4005	88
geneD	0.2145	23
geneB	0.0156	5
geneC	0.1110	27
geneC	0.4293	91
geneA	0.3916	75
geneB	0.4000	91
geneD	0.3686	75
geneD	0.2502	68
geneC	0.2418	26
geneA	0.2926	80
geneB	0.2919	87
geneB	0.3259	29
geneB	0.3026	18
geneE	0.1834	30
geneC	0.4300	5
geneB	0.1262	42
geneB	0.3553	92
geneC	0.3164	95
geneA	0.1822	57
geneA	0.2512	82
geneB	0.2999	20
geneA	0.2854	46
geneB	0.2776	62
geneB	0.3270	37
geneA	0.4661	96
geneE	0.3986	66
geneD	0.2102	19
geneB	0.1715	7
geneE	0.3692	13
geneA	0.1068	33
geneA	0.2619	46
geneD	0.3129	96
geneB	0.3081	25
geneC	0.1495	94
geneA	0.3581	72
geneB	0.0824	30
geneD	0.1813	44
geneA	0.4063	70
geneA	0.1924	44
geneC	0.0457	21
geneD	0.2068	25
geneA	0.4317	86
geneE	0.2080	39
geneD	0.2034	7
geneE	0.2481	86
geneC	0.4347	77
geneC	0.2034	67
geneE	0.1432	77
geneC	0.2178	73
geneE	0.3533	33
geneC	0.2320	29
geneE	0.1534	33
geneC	0.1464	42
geneE	0.3280	81
geneE	0.0897	69
geneA	0.0581	6
geneC	0.4614	86
geneE	0.2127	29
geneE	0.0362	14
geneE	0.1621	56
geneE	0.0233	3
geneD	0.2070	57
geneD	0.3167	72
geneA	0.1823	26
geneD	0.0934	13
geneC	0.0878	74
geneE	0.1934	16
geneA	0.1361	55
geneE	0.3894	88
geneE	0.2353	86
geneE	0.4530	77
geneC	0.1507	82
geneC	0.4475	60
geneC	0.1784	63
geneD	0.2729	74
geneA	0.2429	29
geneE	0.2065	68
geneE	0.1199	64
geneC	0.4095	38
geneD	0.2580	78
geneE	0.3588	26
geneC	0.2283	85
geneC	0.1525	97
geneA	0.1748	33
geneE	0.4699	82
geneE	0.4776	99
geneE	0.3290	85
geneE	0.3055	48
geneA	0.2442	10
geneE	0.2204	16
geneD	0.2617	68
geneD	0.2197	40
geneA	0.3553	95
geneE	0.0397	24
geneA	0.2128	80
geneE	0.1314	13
geneA	0.2028	15
geneE	0.1369	74
geneD	0.3798	79
geneA	0.4092	98
geneA	0.3834	77
geneE	0.3907	12
geneA	0.2805	93
geneD	0.0305	3
geneA	0.4484	87
geneD	0.1444	39
geneD	0.3401	78
geneE	0.2101	85
geneA	0.2379	58
geneA	0.2863	55
geneA	0.0937	28
geneE	0.1412	36
geneA	0.2247	82
geneD	0.1842	13
geneA	0.2397	28
geneE	0.1082	45
geneA	0.1844	75
geneE	0.2902	87
geneE	0.4330	48
geneE	0.2555	67
geneD	0.4065	72
geneD	0.2168	23
geneD	0.2816	52
geneD	0.4208	88
geneD	0.2090	59
geneD	0.3795	91
geneD	0.3625	76
